"Country name","Regional indicator","Ladder score","Standard error of ladder score","upperwhisker","lowerwhisker","Logged GDP per capita","Social support","Healthy life expectancy","Freedom to make life choices","Generosity","Perceptions of corruption","Ladder score in Dystopia","Explained by: Log GDP per capita","Explained by: Social support","Explained by: Healthy life expectancy","Explained by: Freedom to make life choices","Explained by: Generosity","Explained by: Perceptions of corruption","Dystopia + residual"
"Canada","North America and ANZ","7.2321000099182","0.040405459702015","7.3112945556641","7.1529054641724","10.692368507385","0.92717665433884","73.601600646973","0.933913230896","0.12477076798677","0.39084336161613","1.9723167419434","1.3016476631165","1.4353919029236","1.0225019454956","0.64402812719345","0.28152891993523","0.35170185565948","2.1952691078186"
"Australia","North America and ANZ","7.2227997779846","0.041841115802526","7.304808139801","7.1407914161682","10.720596313477","0.94485461711884","73.604537963867","0.91543173789978","0.19046016037464","0.4151691198349","1.9723167419434","1.3103964328766","1.4771462678909","1.0226076841354","0.62187719345093","0.32497361302376","0.33599641919136","2.1298041343689"
"United Kingdom","Western Europe","7.1645002365112","0.037161909043789","7.2373375892639","7.0916628837585","10.600134849548","0.93668282032013","72.301605224609","0.83474367856979","0.26373249292374","0.43591591715813","1.9723167419434","1.2730610370636","1.4578449726105","0.97570008039474","0.52516865730286","0.37343344092369","0.32260164618492","2.2367219924927"
"Israel","Middle East and North Africa","7.1286001205444","0.042515181005001","7.2119297981262","7.0452704429626","10.417525291443","0.91357123851776","73.200256347656","0.74758058786392","0.10259371995926","0.78085505962372","1.9723167419434","1.2164636850357","1.4032567739487","1.008052945137","0.42069947719574","0.26686179637909","0.09989845007658","2.7133584022522"
"Costa Rica","Latin America and Caribbean","7.1213998794556","0.044816117733717","7.2092394828796","7.0335602760315","9.6581563949585","0.90154594182968","71.299850463867","0.93473893404007","-0.10242971032858","0.78633242845535","1.9723167419434","0.98110771179199","1.3748536109924","0.93963533639908","0.64501774311066","0.13126631081104","0.096362091600895","2.9531350135803"
"Ireland","Western Europe","7.0936999320984","0.039863452315331","7.1718320846558","7.015567779541","11.160978317261","0.94208157062531","72.300788879395","0.88698297739029","0.14578497409821","0.35718417167664","1.9723167419434","1.4468867778778","1.4705964326859","0.97567069530487","0.58777993917465","0.29542699456215","0.37343326210976","1.9438781738281"
"Germany","Western Europe","7.0757999420166","0.035609804093838","7.1455950737","7.0060048103333","10.732818603516","0.89887446165085","72.202018737793","0.86737108230591","0.080179385840893","0.45642203092575","1.9723167419434","1.3141845464706","1.3685437440872","0.97211480140686","0.56427413225174","0.25203770399094","0.30936229228973","2.2952494621277"
"United States","North America and ANZ","6.9395999908447","0.047316167503595","7.0323395729065","6.846860408783","10.925768852234","0.91421902179718","68.299499511719","0.84261953830719","0.14989173412323","0.69971531629562","1.9723167419434","1.3739868402481","1.4047867059708","0.83161801099777","0.53460824489594","0.29814305901527","0.15228474140167","2.3441247940063"
"Czech Republic","Central and Eastern Europe","6.9109001159668","0.042891297489405","6.9949669837952","6.8268332481384","10.404163360596","0.91443067789078","70.04793548584","0.8185373544693","-0.23086151480675","0.85844624042511","1.9723167419434","1.2123223543167","1.4052866697311","0.89456444978714","0.50574457645416","0.04632592946291","0.049803223460913","2.7968082427979"
"Belgium","Western Europe","6.8635001182556","0.034370355308056","6.9308662414551","6.7961339950562","10.673639297485","0.9116325378418","72.001647949219","0.81358206272125","-0.078691199421883","0.61229795217514","1.9723167419434","1.2958427667618","1.3986775875092","0.96490114927292","0.49980542063713","0.14696615934372","0.20872405171394","2.3486266136169"
"United Arab Emirates","Middle East and North Africa","6.7908000946045","0.040698379278183","6.8705687522888","6.7110314369202","11.109998703003","0.84918111562729","67.082786560059","0.94134551286697","0.12345084547997","0.59450221061707","1.9723167419434","1.4310864210129","1.2511709928513","0.78781443834305","0.65293610095978","0.28065598011017","0.22021351754665","2.1669659614563"
"Malta","Western Europe","6.7727999687195","0.042958103120327","6.8569979667664","6.6886019706726","10.533838272095","0.93037950992584","72.199996948242","0.92491143941879","0.21496580541134","0.65854728221893","1.9723167419434","1.2525132894516","1.4429569244385","0.97204202413559","0.63323903083801","0.34118083119392","0.17886407673359","1.9520120620728"
"France","Western Europe","6.6637997627258","0.037576790899038","6.7374501228333","6.5901494026184","10.584222793579","0.93710374832153","73.801933288574","0.82546764612198","-0.13064196705818","0.58352112770081","1.9723167419434","1.2681293487549","1.4588391780853","1.0297142267227","0.51405090093613","0.11260770261288","0.22730323672295","2.0531983375549"
"Mexico","Latin America and Caribbean","6.4650001525879","0.048122469335794","6.5593199729919","6.3706803321838","9.797797203064","0.83866542577744","68.299026489258","0.8587092757225","-0.17526662349701","0.80682158470154","1.9723167419434","1.0243874788284","1.2263334989548","0.83160102367401","0.55389255285263","0.083094485104084","0.083133667707443","2.6625401973724"
"Taiwan Province of China","East Asia","6.4553999900818","0.039139576256275","6.5321135520935","6.3786864280701","10.775685310364","0.89430910348892","69.599998474121","0.77153033018112","-0.073198698461056","0.73188292980194","1.9723167419434","1.3274705410004","1.3577606678009","0.87843799591064","0.44940438866615","0.15059870481491","0.13151635229588","2.1602387428284"
"Uruguay","Latin America and Caribbean","6.4401001930237","0.045419082045555","6.5291213989258","6.3510789871216","9.9481925964355","0.92281126976013","69.002548217773","0.89239543676376","-0.10110311210155","0.63599413633347","1.9723167419434","1.07100045681","1.4250811338425","0.85692888498306","0.59426707029343","0.13214369118214","0.1934250742197","2.1672763824463"
"Saudi Arabia","Middle East and North Africa","6.4064998626709","0.056533612310886","6.5173058509827","6.2956938743591","10.797812461853","0.87406706809998","66.305145263672","0.85419124364853","-0.16869506239891","0.68261951208115","1.9723167419434","1.3343285322189","1.3099501132965","0.75981813669205","0.54847747087479","0.087440684437752","0.16332231462002","2.2031188011169"
"Spain","Western Europe","6.400899887085","0.042300369590521","6.4838085174561","6.3179912567139","10.462926864624","0.9211254119873","74.402709960938","0.75198954343796","-0.050961714237928","0.76585990190506","1.9723167419434","1.2305352687836","1.4210991859436","1.0513430833817","0.42598381638527","0.16530548036098","0.10957977920771","1.997088432312"
"Guatemala","Latin America and Caribbean","6.3989000320435","0.058398302644491","6.5133605003357","6.2844395637512","8.9248056411743","0.81662148237228","64.808944702148","0.90814757347107","-0.04293866455555","0.78323745727539","1.9723167419434","0.75381571054459","1.1742670536041","0.7059525847435","0.61314672231674","0.17061166465282","0.098360300064087","2.8827230930328"
"Italy","Western Europe","6.3874001502991","0.043288074433804","6.4722447395325","6.3025555610657","10.48183631897","0.88987857103348","73.601684570312","0.66465198993683","-0.043460998684168","0.87340468168259","1.9723167419434","1.236396074295","1.347295999527","1.0225049257278","0.3213055729866","0.17026621103287","0.040145598351955","2.2495059967041"
"Singapore","Southeast Asia","6.3770999908447","0.033258967101574","6.4422874450684","6.3119125366211","11.39552116394","0.91026896238327","76.804580688477","0.92664533853531","0.029879223555326","0.10978419333696","1.9723167419434","1.5195801258087","1.3954569101334","1.137814283371","0.63531720638275","0.21877090632915","0.53316223621368","0.93703174591064"
"Brazil","Latin America and Caribbean","6.375599861145","0.040790688246489","6.4555497169495","6.2956500053406","9.5664348602295","0.89672380685806","66.480163574219","0.79980480670929","-0.10181239247322","0.77060127258301","1.9723167419434","0.95267987251282","1.3634641170502","0.76611906290054","0.48329272866249","0.13167458772659","0.10651860386133","2.5718603134155"
"Slovenia","Central and Eastern Europe","6.3633999824524","0.043841313570738","6.4493288993835","6.2774710655212","10.392322540283","0.93957567214966","71.102989196777","0.93614262342453","-0.080603383481503","0.81707102060318","1.9723167419434","1.2086524963379","1.4646776914597","0.93254804611206","0.64670014381409","0.1457014977932","0.076516322791576","1.8885865211487"
"El Salvador","Latin America and Caribbean","6.3482999801636","0.058248437941074","6.4624667167664","6.2341332435608","8.9090757369995","0.80609226226807","66.108261108398","0.83380526304245","-0.1210729777813","0.75431990623474","1.9723167419434","0.74894040822983","1.149397611618","0.75273001194","0.52404391765594","0.11893630027771","0.11703035235405","2.9371917247772"
"Kosovo","Central and Eastern Europe","6.3252000808716","0.052216276526451","6.4275441169739","6.2228560447693","9.2044296264648","0.82072651386261","63.885555267334","0.86153590679169","0.19093376398087","0.92232829332352","1.9723167419434","0.84048134088516","1.1839628219604","0.67270916700363","0.55728042125702","0.32528686523438","0.0085590239614248","2.7369027137756"
"Panama","Latin America and Caribbean","6.3048000335693","0.059724930673838","6.4218606948853","6.1877393722534","10.034234046936","0.90209448337555","69.603012084961","0.88036650419235","-0.15392771363258","0.85158890485764","1.9723167419434","1.0976678133011","1.3761492967606","0.87854653596878","0.57984977960587","0.097207307815552","0.054230526089668","2.2211761474609"
"Slovakia","Central and Eastern Europe","6.2806000709534","0.038897570222616","6.3568391799927","6.2043609619141","10.347749710083","0.92249375581741","68.906341552734","0.74995267391205","-0.12440930306911","0.91809612512589","1.9723167419434","1.1948376893997","1.4243311882019","0.85346525907516","0.42354252934456","0.11672977358103","0.011291440576315","2.2564220428467"
"Uzbekistan","Commonwealth of Independent States","6.2575998306274","0.05422754958272","6.3638858795166","6.1513137817383","8.7403717041016","0.9265958070755","65.107574462891","0.97499811649323","0.24842715263367","0.50149738788605","1.9723167419434","0.69665294885635","1.4340200424194","0.71670371294022","0.69327032566071","0.36331102252007","0.2802602648735","2.0733466148376"
"Chile","Latin America and Caribbean","6.2284998893738","0.045723889023066","6.3181185722351","6.1388812065125","10.032054901123","0.87971359491348","69.900619506836","0.74489629268646","-0.065668366849422","0.83823943138123","1.9723167419434","1.0969924926758","1.3232868909836","0.88926082849503","0.41748222708702","0.15557900071144","0.062849350273609","2.2830128669739"
"Bahrain","Middle East and North Africa","6.2273001670837","0.081882260739803","6.3877892494202","6.0668110847473","10.676380157471","0.87634211778641","68.5","0.90585577487946","0.13372918963432","0.73934710025787","1.9723167419434","1.2966922521591","1.3153237104416","0.83883637189865","0.61039990186691","0.28745371103287","0.12669725716114","1.7519173622131"
"Lithuania","Central and Eastern Europe","6.2154998779297","0.044193107634783","6.3021183013916","6.1288814544678","10.343626022339","0.92610710859299","67.294075012207","0.74738144874573","-0.2197252959013","0.80958384275436","1.9723167419434","1.1935596466064","1.4328657388687","0.79542118310928","0.42046079039574","0.053691040724516","0.081350274384022","2.2381460666656"
"Trinidad and Tobago","Latin America and Caribbean","6.1918997764587","0.11444845795631","6.4162187576294","5.9675807952881","10.26000213623","0.91529417037964","63.5","0.85790711641312","0.00052684068214148","0.91223061084747","1.9723167419434","1.1676415205002","1.4073262214661","0.65882855653763","0.5529311299324","0.1993582546711","0.015078395605087","2.1906957626343"
"Poland","Central and Eastern Europe","6.1862998008728","0.035500165075064","6.255880355835","6.1167192459106","10.265124320984","0.87425744533539","69.311134338379","0.86205577850342","-0.20508407056332","0.68692702054977","1.9723167419434","1.1692291498184","1.3103997707367","0.86803847551346","0.5579035282135","0.063374243676662","0.16054125130177","2.0567979812622"
"Colombia","Latin America and Caribbean","6.1634001731873","0.056480873376131","6.2741026878357","6.0526976585388","9.5003690719604","0.88444024324417","67.699584960938","0.8361799120903","-0.1612356454134","0.86457180976868","1.9723167419434","0.93220371007919","1.3344509601593","0.81002014875412","0.52689003944397","0.092374093830585","0.045848369598389","2.4216566085815"
"Cyprus","Western Europe","6.1589999198914","0.050605937838554","6.2581877708435","6.0598120689392","10.405702590942","0.80599623918533","73.702224731445","0.77985829114914","0.043731495738029","0.85627174377441","1.9723167419434","1.2127994298935","1.14917075634","1.0261245965958","0.45938587188721","0.22793233394623","0.051207143813372","2.0323348045349"
"Nicaragua","Latin America and Caribbean","6.1371002197266","0.06388696283102","6.262318611145","6.0118818283081","8.4931602478027","0.85749703645706","67.507179260254","0.86390286684036","0.020959140732884","0.66595011949539","1.9723167419434","0.62003314495087","1.2708127498627","0.80309325456619","0.5601173043251","0.21287147700787","0.17408457398415","2.4960811138153"
"Romania","Central and Eastern Europe","6.1237001419067","0.047432564198971","6.2166681289673","6.0307321548462","10.107583999634","0.82516151666641","67.207237243652","0.84282320737839","-0.19781520962715","0.93430024385452","1.9723167419434","1.1204016208649","1.1944380998611","0.79229485988617","0.53485232591629","0.068181619048119","0.00082956883125007","2.4127497673035"
"Kuwait","Middle East and North Africa","6.1020998954773","0.053297732025385","6.2065634727478","5.9976363182068","11.089824676514","0.84647524356842","66.767646789551","0.87236648797989","-0.10018470138311","0.76084905862808","1.9723167419434","1.4248336553574","1.2447798252106","0.77646893262863","0.57026141881943","0.13275109231472","0.1128149330616","1.8401679992676"
"Mauritius","Sub-Saharan Africa","6.1012997627258","0.057226493954659","6.2134637832642","5.9891357421875","9.9567861557007","0.91035783290863","66.404342651367","0.88953453302383","-0.018318573012948","0.80534309148788","1.9723167419434","1.0736639499664","1.3956668376923","0.76338940858841","0.59083813428879","0.18689455091953","0.084088228642941","2.0067205429077"
"Kazakhstan","Commonwealth of Independent States","6.0578999519348","0.043229784816504","6.1426301002502","5.9731698036194","10.114658355713","0.93474489450455","64.609962463379","0.81160193681717","-0.068488635122776","0.76449084281921","1.9723167419434","1.1225942373276","1.4532676935196","0.69878894090652","0.49743214249611","0.15371379256248","0.1104636862874","2.0216026306152"
"Estonia","Central and Eastern Europe","6.0218000411987","0.035985194146633","6.0923309326172","5.9512691497803","10.340017318726","0.93472999334335","68.604957580566","0.87770915031433","-0.11169777065516","0.62307381629944","1.9723167419434","1.1924412250519","1.4532325267792","0.84261500835419","0.57666480541229","0.12513674795628","0.20176681876183","1.62992811203"
"Philippines","Southeast Asia","6.0060000419617","0.049858402460814","6.1037225723267","5.9082775115967","8.9935455322266","0.84673005342484","61.926761627197","0.9154634475708","-0.10546300560236","0.73363411426544","1.9723167419434","0.77512067556381","1.2453817129135","0.60218948125839","0.62191516160965","0.129260212183","0.13038572669029","2.5017418861389"
"Hungary","Central and Eastern Europe","6.0004000663757","0.039473220705986","6.0777673721313","5.9230327606201","10.249243736267","0.92193412780762","67.609970092773","0.71896457672119","-0.19432301819324","0.89291650056839","1.9723167419434","1.1643071174622","1.4230093955994","0.80679386854172","0.38640180230141","0.07049123942852","0.027548173442483","2.1218457221985"
"Thailand","Southeast Asia","5.9987998008728","0.04259629547596","6.0822887420654","5.9153108596802","9.7417917251587","0.88997322320938","67.250595092773","0.90506303310394","0.26868519186974","0.88627231121063","1.9723167419434","1.0070292949677","1.3475195169449","0.79385584592819","0.60944980382919","0.37670901417732","0.031837861984968","1.8323841094971"
"Argentina","Latin America and Caribbean","5.9746999740601","0.053441759198904","6.0794458389282","5.8699541091919","9.8109550476074","0.90056794881821","68.803802490234","0.83113241195679","-0.19491386413574","0.84200984239578","1.9723167419434","1.028465628624","1.3725436925888","0.84977370500565","0.5208403468132","0.070100471377373","0.060415059328079","2.0725409984589"
"Honduras","Latin America and Caribbean","5.9531998634338","0.065731592476368","6.0820336341858","5.8243660926819","8.4245347976685","0.82187014818192","67.198768615723","0.87060326337814","0.086969114840031","0.80113190412521","1.9723167419434","0.59876358509064","1.1866641044617","0.79198998212814","0.56814807653427","0.25652819871902","0.086807101964951","2.4642953872681"
"Latvia","Central and Eastern Europe","5.9499998092651","0.034838136285543","6.0182824134827","5.8817172050476","10.175319671631","0.91828858852386","66.807464599609","0.67123764753342","-0.1868888437748","0.79558008909225","1.9723167419434","1.1413954496384","1.4143987894058","0.77790242433548","0.32919880747795","0.075407944619656","0.090391524136066","2.1212830543518"
"Ecuador","Latin America and Caribbean","5.9251999855042","0.052880633622408","6.0288462638855","5.8215537071228","9.2460584640503","0.8364189863205","68.500038146973","0.85982894897461","-0.12701496481895","0.80121511220932","1.9723167419434","0.85338360071182","1.2210276126862","0.83883774280548","0.55523455142975","0.1150064766407","0.086753383278847","2.2549338340759"
"Portugal","Western Europe","5.9109001159668","0.053158197551966","6.0150899887085","5.8067102432251","10.263742446899","0.88659071922302","72.40202331543","0.88874781131744","-0.2207143008709","0.8926295042038","1.9723167419434","1.1688008308411","1.3395303487778","0.97931528091431","0.58989518880844","0.053036946803331","0.027733465656638","1.7525587081909"
"Jamaica","Latin America and Caribbean","5.8898000717163","0.12059043347836","6.126157283783","5.6534428596497","9.0062503814697","0.9157018661499","67.099998474121","0.85806852579117","-0.12510676681995","0.88889002799988","1.9723167419434","0.77905839681625","1.4082891941071","0.78843408823013","0.55312460660934","0.11626849323511","0.030147785320878","2.2144365310669"
"South Korea","East Asia","5.8723998069763","0.044085014611483","5.95880651474","5.7859930992126","10.510566711426","0.79938715696335","73.602729797363","0.61296510696411","-0.043404031544924","0.78906744718552","1.9723167419434","1.2453006505966","1.1335605382919","1.0225425958633","0.25935634970665","0.1703038662672","0.094596281647682","1.9467570781708"
"Japan","East Asia","5.8708000183105","0.041391666978598","5.9519276618958","5.7896723747253","10.579689025879","0.88354593515396","75.000968933105","0.80996137857437","-0.24691034853458","0.65455806255341","1.9723167419434","1.2667241096497","1.3323386907578","1.0728813409805","0.49546587467194","0.035711780190468","0.18143963813782","1.4862003326416"
"Peru","Latin America and Caribbean","5.7968001365662","0.061311203986406","5.9169702529907","5.6766300201416","9.4563131332397","0.83107525110245","68.100234985352","0.82476609945297","-0.16238822042942","0.8937149643898","1.9723167419434","0.91854918003082","1.2084059715271","0.82444417476654","0.51321005821228","0.091611817479134","0.027032660320401","2.213499546051"
"Serbia","Central and Eastern Europe","5.7782001495361","0.050712324678898","5.8775963783264","5.6788039207458","9.680980682373","0.88147574663162","68.210205078125","0.72649586200714","-0.073676221072674","0.84350901842117","1.9723167419434","0.98818182945251","1.327448964119","0.82840329408646","0.39542841911316","0.15028288960457","0.059447146952152","2.0290400981903"
"Bolivia","Latin America and Caribbean","5.7474999427795","0.050645422190428","5.8467650413513","5.6482348442078","8.8511152267456","0.80310869216919","63.600471496582","0.87587332725525","-0.091681130230427","0.82260620594025","1.9723167419434","0.73097634315491","1.1423505544662","0.66244566440582","0.57446449995041","0.13837507367134","0.072942636907101","2.4259285926819"
"Pakistan","South Asia","5.6932997703552","0.048216223716736","5.7878036499023","5.5987958908081","8.4827270507812","0.68906229734421","58.253135681152","0.73483371734619","0.044899869710207","0.74570542573929","1.9723167419434","0.61679947376251","0.87297958135605","0.46993324160576","0.4054217338562","0.22870506346226","0.12259212136269","2.9768767356873"
"Paraguay","Latin America and Caribbean","5.6921000480652","0.051957864314318","5.7939376831055","5.5902624130249","9.3899822235107","0.89872789382935","65.639938354492","0.88592344522476","0.0079977130517364","0.83478850126266","1.9723167419434","0.89799082279205","1.3681975603104","0.73586964607239","0.58651006221771","0.2042992413044","0.065077379345894","1.8341252803802"
"Dominican Republic","Latin America and Caribbean","5.689199924469","0.069831296801567","5.826069355011","5.552330493927","9.6648807525635","0.88208538293839","65.807487487793","0.86620277166367","-0.13126328587532","0.75599992275238","1.9723167419434","0.98319184780121","1.3288888931274","0.7419016957283","0.56287389993668","0.11219678074121","0.11594568192959","1.8442468643188"
"Bosnia and Herzegovina","Central and Eastern Europe","5.6740999221802","0.046385962516069","5.7650165557861","5.5831832885742","9.4558172225952","0.82920414209366","67.808135986328","0.65135270357132","0.098274558782578","0.93376910686493","1.9723167419434","0.91839545965195","1.2039865255356","0.81392818689346","0.3053657412529","0.26400524377823","0.001172487041913","2.1672420501709"
"Moldova","Commonwealth of Independent States","5.6075000762939","0.042275577783585","5.6903600692749","5.524640083313","8.7767143249512","0.84331357479095","65.01301574707","0.72160917520523","-0.037741038948298","0.91331428289413","1.9723167419434","0.70791679620743","1.2373121976852","0.71329945325851","0.38957148790359","0.17404918372631","0.01437874417752","2.3709683418274"
"Tajikistan","Commonwealth of Independent States","5.5556998252869","0.032321576029062","5.6190500259399","5.4923496246338","8.0248107910156","0.83529710769653","64.104591369629","0.83138340711594","-0.025088511407375","0.59207606315613","1.9723167419434","0.47487461566925","1.2183777093887","0.68059480190277","0.52114117145538","0.18241712450981","0.22177991271019","2.2565083503723"
"Montenegro","Central and Eastern Europe","5.5461001396179","0.048985820263624","5.6421122550964","5.4500880241394","9.7518606185913","0.85531461238861","68.505348205566","0.64956563711166","-0.075600355863571","0.78312158584595","1.9723167419434","1.0101500749588","1.2656579017639","0.83902889490128","0.3032238483429","0.14901033043861","0.098435111343861","1.8805658817291"
"Russia","Commonwealth of Independent States","5.5460000038147","0.039609670639038","5.6236348152161","5.4683651924133","10.128871917725","0.90315073728561","64.100456237793","0.7298926115036","-0.15115374326706","0.86480259895325","1.9723167419434","1.1269996166229","1.3786441087723","0.68044590950012","0.39949959516525","0.099041916429996","0.04569936171174","1.8157167434692"
"Kyrgyzstan","Commonwealth of Independent States","5.5415000915527","0.043677467852831","5.6271080970764","5.4558920860291","8.1484050750732","0.88722848892212","64.106010437012","0.90937489271164","0.15477205812931","0.88839608430862","1.9723167419434","0.51318097114563","1.3410366773605","0.68064588308334","0.6146177649498","0.30137073993683","0.030466690659523","2.0602066516876"
"Belarus","Commonwealth of Independent States","5.5398998260498","0.037060037255287","5.6125373840332","5.4672622680664","9.7799453735352","0.9067474603653","66.104331970215","0.63916307687759","-0.16492654383183","0.63571166992188","1.9723167419434","1.0188544988632","1.3871393203735","0.75258857011795","0.29075586795807","0.089933060109615","0.19360743463039","1.8069911003113"
"North Cyprus","Western Europe","5.5355000495911","0.051037240773439","5.6355328559875","5.4354672431946","10.405702590942","0.82035660743713","73.702224731445","0.79529350996017","0.00022715852537658","0.62611567974091","1.9723167419434","1.2127994298935","1.1830891370773","1.0261245965958","0.47788572311401","0.19916005432606","0.19980290532112","1.2366876602173"
"Greece","Western Europe","5.5149998664856","0.046931833028793","5.6069860458374","5.4230136871338","10.132326126099","0.81438034772873","72.405258178711","0.54134511947632","-0.30090737342834","0.85993140935898","1.9723167419434","1.1280701160431","1.1689735651016","0.9794317483902","0.17351634800434","0","0.04884435236454","2.0161790847778"
"Hong Kong S.A.R. of China","East Asia","5.5103998184204","0.046019028872252","5.6005969047546","5.4202027320862","10.934671401978","0.84596908092499","76.771705627441","0.77983379364014","0.13497990369797","0.42060720920563","1.9723167419434","1.3767460584641","1.2435842752457","1.136630654335","0.45935651659966","0.28828090429306","0.33248543739319","0.6732931137085"
"Croatia","Central and Eastern Europe","5.5047001838684","0.037783645093441","5.5787563323975","5.4306440353394","10.070875167847","0.87462371587753","70.214904785156","0.71483880281448","-0.12853832542896","0.91649526357651","1.9723167419434","1.1090242862701","1.311264872551","0.90057557821274","0.38145688176155","0.11399897933006","0.012325005605817","1.6760292053223"
"Libya","Middle East and North Africa","5.4888000488281","0.060677204281092","5.6077275276184","5.3698725700378","9.78981590271","0.82594293355942","62.299999237061","0.77315700054169","-0.085054486989975","0.66877913475037","1.9723167419434","1.021913766861","1.196283698082","0.61562663316727","0.45135405659676","0.14275769889355","0.17225807905197","1.8885631561279"
"Mongolia","East Asia","5.4562001228333","0.040313236415386","5.5352139472961","5.3771862983704","9.4121866226196","0.93714249134064","62.304485321045","0.69335132837296","0.098093867301941","0.86351120471954","1.9723167419434","0.90487277507782","1.4589306116104","0.61578816175461","0.35570311546326","0.26388573646545","0.04653312638402","1.8105275630951"
"Malaysia","Southeast Asia","5.3843002319336","0.048802696168423","5.479953289032","5.2886471748352","10.262518882751","0.81650942564011","67.102157592773","0.89462685585022","0.11472679674625","0.83930230140686","1.9723167419434","1.168421626091","1.174002289772","0.78851187229156","0.5969415307045","0.27488616108894","0.062163133174181","1.3194208145142"
"Vietnam","Southeast Asia","5.3534998893738","0.033800762146711","5.4197492599487","5.2872505187988","8.8095455169678","0.84998714923859","67.952735900879","0.93959295749664","-0.094533331692219","0.79642122983932","1.9723167419434","0.71809238195419","1.2530747652054","0.8191339969635","0.65083557367325","0.13648872077465","0.089848458766937","1.685977935791"
"Indonesia","Southeast Asia","5.2856001853943","0.047692380845547","5.3790774345398","5.1921229362488","9.3697519302368","0.80837988853455","62.155849456787","0.87061440944672","0.51958650350571","0.87629640102386","1.9723167419434","0.89172071218491","1.1548008918762","0.61043703556061","0.5681614279747","0.54264652729034","0.038278613239527","1.4795734882355"
"Ivory Coast","Sub-Saharan Africa","5.2333002090454","0.073095515370369","5.376567363739","5.0900330543518","8.2255611419678","0.65804868936539","49.503772735596","0.72790932655334","-0.043991155922413","0.79077196121216","1.9723167419434","0.53709441423416","0.79972726106644","0.15494251251221","0.39712253212929","0.16991558670998","0.093495793640614","3.0810225009918"
